dataset,gamma,log10_gamma,cost_mean,cost_std,ari_mean,ari_std
Heart Disease,0.26560877829466867,-0.5757575757575757,1587.9629169783957,0.6313515206147815,0.24855216369659847,0.007947682855932644
Heart Disease,0.30538555088334157,-0.5151515151515151,1616.4141752271446,0.7169554925897416,0.2579294503590921,0.007943970889853135
Heart Disease,0.3511191734215131,-0.4545454545454546,1649.291000376736,1.0322563841187151,0.25929668432370157,0.008574589672395003
Heart Disease,0.40370172585965536,-0.39393939393939403,1686.1503424581801,0.027995251273709054,0.26333545064878155,0.005488548348025216
Heart Disease,0.4641588833612782,-0.33333333333333304,1728.9505999070388,0.02550181586858092,0.274351337685463,0.0027983262257535286
Heart Disease,0.5336699231206312,-0.27272727272727254,1777.6461482262955,0.04663073693623118,0.27435012984455437,0.002798929168694974
Heart Disease,0.6135907273413176,-0.21212121212121193,1833.284368633545,2.490753820462333e-13,0.27994798818194433,0.0
Heart Disease,0.7054802310718645,-0.15151515151515138,1897.658630108491,1.0147298236089095,0.28277409892604916,0.0034612859261393867
Heart Disease,0.8111308307896873,-0.0909090909090908,1970.701020872694,0.49702301917462943,0.29567846349096294,0.007071259992346337
Heart Disease,0.9326033468832199,-0.030303030303030297,2054.3171878629487,0.29875685182053235,0.3044020257907626,0.007476958735726078
Heart Disease,1.072267222010323,0.030303030303030252,2147.7892778034775,0.056821531644284176,0.31643274248089226,0.0183987711410735
Heart Disease,1.232846739442066,0.09090909090909083,2254.0148610135957,0.1589862983589746,0.3406978927934213,0.014157491054062516
Heart Disease,1.4174741629268048,0.1515151515151514,2372.081264896388,0.046943761874854315,0.3546634670943534,3.5738185220957063e-06
Heart Disease,1.629750834620645,0.21212121212121235,2507.84323077418,0.06692771602536768,0.36744763785669926,0.003947204512643484
Heart Disease,1.873817422860385,0.27272727272727293,2662.3473209157387,0.11115329510448645,0.3723022461390188,0.0032475819327419052
Heart Disease,2.1544346900318843,0.3333333333333334,2837.32252499038,4.547473508864641e-13,0.3788130815428422,0.0
Heart Disease,2.4770763559917115,0.39393939393939403,3138.3959091761053,201.42683869289746,0.29728305120939885,0.12279900168874319
